date,temperature_celsius
2020-04-02 00:01:27.189,5.5
2020-04-02 00:01:28.149,5.5
2020-04-02 00:01:29.109,5.5
2020-04-02 00:01:30.069,5.5
2020-04-02 00:01:31.029,5.5
2020-04-02 00:01:31.989,5.5
2020-04-02 00:01:32.949,5.5
2020-04-02 00:01:33.909,5.5
2020-04-02 00:01:34.869,5.5
2020-04-02 00:01:35.829,5.5
2020-04-02 00:01:36.789,5.5
2020-04-02 00:01:37.749,5.5
2020-04-02 00:01:38.709,5.5
2020-04-02 00:01:39.669,5.5
2020-04-02 00:01:40.629,5.5
2020-04-02 00:01:41.589,5.5
2020-04-02 00:01:42.549,5.5
2020-04-02 00:01:43.509,5.5
2020-04-02 00:01:44.469,5.5
2020-04-02 00:01:45.429,5.5
2020-04-02 00:01:46.389,5.5
2020-04-02 00:01:47.349,5.5
2020-04-02 00:01:48.309,5.5
2020-04-02 00:01:49.269,5.5
2020-04-02 00:01:50.229,5.5
2020-04-02 00:01:51.189,5.5
2020-04-02 00:01:52.149,5.5
2020-04-02 00:01:53.109,5.5
2020-04-02 00:01:54.069,5.5
2020-04-02 00:01:55.029,5.5
2020-04-02 00:01:55.989,5.5
2020-04-02 00:01:56.949,5.5
2020-04-02 00:01:57.909,5.5
2020-04-02 00:01:58.869,5.5
2020-04-02 00:01:59.829,5.5
2020-04-02 00:02:00.789,5.5
2020-04-02 00:02:01.749,5.5
2020-04-02 00:02:02.709,5.5
2020-04-02 00:02:03.669,5.5
2020-04-02 00:02:04.629,5.5
2020-04-02 00:02:05.589,5.437
2020-04-02 00:02:06.549,5.437
2020-04-02 00:02:07.509,5.437
2020-04-02 00:02:08.469,5.5
2020-04-02 00:02:09.429,5.437
2020-04-02 00:02:10.389,5.5
2020-04-02 00:02:11.349,5.437
2020-04-02 00:02:12.309,5.437
2020-04-02 00:02:13.269,5.5
2020-04-02 00:02:14.229,5.437
2020-04-02 00:02:15.189,5.437
2020-04-02 00:02:16.149,5.5
2020-04-02 00:02:17.109,5.437
2020-04-02 00:02:18.069,5.437
2020-04-02 00:02:19.029,5.437
2020-04-02 00:02:19.989,5.437
2020-04-02 00:02:20.949,5.437
2020-04-02 00:02:21.909,5.437
2020-04-02 00:02:22.869,5.437
2020-04-02 00:02:23.829,5.437
2020-04-02 00:02:24.789,5.437
2020-04-02 00:02:25.749,5.437
2020-04-02 00:02:26.709,5.437
2020-04-02 00:02:27.669,5.437
2020-04-02 00:02:28.629,5.437
2020-04-02 00:02:29.589,5.437
2020-04-02 00:02:30.549,5.437
2020-04-02 00:02:31.509,5.437
2020-04-02 00:02:32.469,5.437
2020-04-02 00:02:33.429,5.437
2020-04-02 00:02:34.389,5.437
2020-04-02 00:02:35.349,5.437
2020-04-02 00:02:36.309,5.437
2020-04-02 00:02:37.269,5.437
2020-04-02 00:02:38.229,5.437
2020-04-02 00:02:39.189,5.437
2020-04-02 00:02:40.149,5.437
2020-04-02 00:02:41.109,5.437
2020-04-02 00:02:42.069,5.437
2020-04-02 00:02:43.029,5.437
2020-04-02 00:02:43.989,5.437
2020-04-02 00:02:44.949,5.437
2020-04-02 00:02:45.909,5.437
2020-04-02 00:02:46.869,5.437
2020-04-02 00:02:47.829,5.437
2020-04-02 00:02:48.789,5.437
2020-04-02 00:02:49.749,5.437
2020-04-02 00:02:50.709,5.437
2020-04-02 00:02:51.669,5.437
2020-04-02 00:02:52.629,5.437
2020-04-02 00:02:53.589,5.437
2020-04-02 00:02:54.549,5.437
2020-04-02 00:02:55.509,5.437
2020-04-02 00:02:56.469,5.437
2020-04-02 00:02:57.429,5.437
2020-04-02 00:02:58.389,5.437
2020-04-02 00:02:59.349,5.437
2020-04-02 00:03:00.309,5.437
2020-04-02 00:03:01.269,5.437
2020-04-02 00:03:02.229,5.437
2020-04-02 00:03:03.189,5.437
2020-04-02 00:03:04.149,5.437
2020-04-02 00:03:05.109,5.437
2020-04-02 00:03:06.069,5.437
2020-04-02 00:03:07.029,5.437
2020-04-02 00:03:07.989,5.437
2020-04-02 00:03:08.949,5.437
2020-04-02 00:03:09.909,5.437
2020-04-02 00:03:10.869,5.437
2020-04-02 00:03:11.829,5.437
2020-04-02 00:03:12.789,5.437
2020-04-02 00:03:13.749,5.437
2020-04-02 00:03:14.709,5.437
2020-04-02 00:03:15.669,5.437
2020-04-02 00:03:16.629,5.437
2020-04-02 00:03:17.589,5.437
2020-04-02 00:03:18.549,5.437
2020-04-02 00:03:19.509,5.437
2020-04-02 00:03:20.469,5.437
2020-04-02 00:03:21.429,5.437
2020-04-02 00:03:22.389,5.437
2020-04-02 00:03:23.349,5.375
2020-04-02 00:03:24.309,5.437
2020-04-02 00:03:25.269,5.437
2020-04-02 00:03:26.229,5.375
2020-04-02 00:03:27.189,5.375
2020-04-02 00:03:28.149,5.375
2020-04-02 00:03:29.109,5.437
2020-04-02 00:03:30.069,5.375
2020-04-02 00:03:31.029,5.375
2020-04-02 00:03:31.989,5.375
2020-04-02 00:03:32.949,5.375
2020-04-02 00:03:33.909,5.375
2020-04-02 00:03:34.869,5.375
2020-04-02 00:03:35.829,5.437
2020-04-02 00:03:36.789,5.437
2020-04-02 00:03:37.749,5.437
2020-04-02 00:03:38.709,5.375
2020-04-02 00:03:39.669,5.437
2020-04-02 00:03:40.629,5.437
2020-04-02 00:03:41.589,5.375
2020-04-02 00:03:42.549,5.437
2020-04-02 00:03:43.509,5.437
2020-04-02 00:03:44.469,5.437
2020-04-02 00:03:45.429,5.437
2020-04-02 00:03:46.389,5.375
2020-04-02 00:03:47.349,5.437
2020-04-02 00:03:48.309,5.437
2020-04-02 00:03:49.269,5.375
2020-04-02 00:03:50.229,5.437
2020-04-02 00:03:51.189,5.437
2020-04-02 00:03:52.149,5.437
2020-04-02 00:03:53.109,5.437
2020-04-02 00:03:54.069,5.437
2020-04-02 00:03:55.029,5.437
2020-04-02 00:03:55.989,5.437
2020-04-02 00:03:56.949,5.437
2020-04-02 00:03:57.909,5.375
2020-04-02 00:03:58.869,5.437
2020-04-02 00:03:59.829,5.437
2020-04-02 00:04:00.789,5.375
2020-04-02 00:04:01.749,5.375
2020-04-02 00:04:02.709,5.375
2020-04-02 00:04:03.669,5.375
2020-04-02 00:04:04.629,5.375
2020-04-02 00:04:05.589,5.375
2020-04-02 00:04:06.549,5.375
2020-04-02 00:04:07.509,5.375
2020-04-02 00:04:08.469,5.375
2020-04-02 00:04:09.429,5.375
2020-04-02 00:04:10.389,5.375
2020-04-02 00:04:11.349,5.375
2020-04-02 00:04:12.309,5.375
2020-04-02 00:04:13.269,5.375
2020-04-02 00:04:14.229,5.375
2020-04-02 00:04:15.189,5.375
2020-04-02 00:04:16.149,5.375
2020-04-02 00:04:17.109,5.375
2020-04-02 00:04:18.069,5.375
2020-04-02 00:04:19.029,5.375
2020-04-02 00:04:19.989,5.375
2020-04-02 00:04:20.949,5.375
2020-04-02 00:04:21.909,5.375
2020-04-02 00:04:22.869,5.375
2020-04-02 00:04:23.829,5.375
2020-04-02 00:04:24.789,5.375
2020-04-02 00:04:25.749,5.375
2020-04-02 00:04:26.709,5.375
2020-04-02 00:04:27.669,5.375
2020-04-02 00:04:28.629,5.375
2020-04-02 00:04:29.589,5.375
2020-04-02 00:04:30.549,5.375
2020-04-02 00:04:31.509,5.375
2020-04-02 00:04:32.469,5.375
2020-04-02 00:04:33.429,5.375
2020-04-02 00:04:34.389,5.375
2020-04-02 00:04:35.349,5.375
2020-04-02 00:04:36.309,5.375
2020-04-02 00:04:37.269,5.375
2020-04-02 00:04:38.229,5.375
2020-04-02 00:04:39.189,5.375
2020-04-02 00:04:40.149,5.375
2020-04-02 00:04:41.109,5.375
2020-04-02 00:04:42.069,5.375
2020-04-02 00:04:43.029,5.375
2020-04-02 00:04:43.989,5.375
2020-04-02 00:04:44.949,5.375
2020-04-02 00:04:45.909,5.375
2020-04-02 00:04:46.869,5.375
2020-04-02 00:04:47.829,5.375
2020-04-02 00:04:48.789,5.375
2020-04-02 00:04:49.749,5.375
2020-04-02 00:04:50.709,5.375
2020-04-02 00:04:51.669,5.312
2020-04-02 00:04:52.629,5.375
2020-04-02 00:04:53.589,5.375
2020-04-02 00:04:54.549,5.375
2020-04-02 00:04:55.509,5.312
2020-04-02 00:04:56.469,5.375
2020-04-02 00:04:57.429,5.375
2020-04-02 00:04:58.389,5.312
2020-04-02 00:04:59.349,5.312
2020-04-02 00:05:00.309,5.375
2020-04-02 00:05:01.269,5.375
2020-04-02 00:05:02.229,5.375
2020-04-02 00:05:03.189,5.375
2020-04-02 00:05:04.149,5.375
2020-04-02 00:05:05.109,5.375
2020-04-02 00:05:06.069,5.312
2020-04-02 00:05:07.029,5.375
2020-04-02 00:05:07.989,5.375
2020-04-02 00:05:08.949,5.375
2020-04-02 00:05:09.909,5.375
2020-04-02 00:05:10.869,5.375
2020-04-02 00:05:11.829,5.375
2020-04-02 00:05:12.789,5.312
2020-04-02 00:05:13.749,5.375
2020-04-02 00:05:14.709,5.375
2020-04-02 00:05:15.669,5.375
2020-04-02 00:05:16.629,5.312
2020-04-02 00:05:17.589,5.375
2020-04-02 00:05:18.549,5.375
2020-04-02 00:05:19.509,5.375
2020-04-02 00:05:20.469,5.375
2020-04-02 00:05:21.429,5.312
2020-04-02 00:05:22.389,5.375
2020-04-02 00:05:23.349,5.312
2020-04-02 00:05:24.309,5.375
2020-04-02 00:05:25.269,5.375
2020-04-02 00:05:26.229,5.375
2020-04-02 00:05:27.189,5.312
2020-04-02 00:05:28.149,5.312
2020-04-02 00:05:29.109,5.312
2020-04-02 00:05:30.069,5.312
2020-04-02 00:05:31.029,5.312
2020-04-02 00:05:31.989,5.312
2020-04-02 00:05:32.949,5.312
2020-04-02 00:05:33.909,5.375
2020-04-02 00:05:34.869,5.375
2020-04-02 00:05:35.829,5.375
2020-04-02 00:05:36.789,5.312
2020-04-02 00:05:37.749,5.312
2020-04-02 00:05:38.709,5.375
2020-04-02 00:05:39.669,5.312
2020-04-02 00:05:40.629,5.375
2020-04-02 00:05:41.589,5.375
2020-04-02 00:05:42.549,5.375
2020-04-02 00:05:43.509,5.312
2020-04-02 00:05:44.469,5.312
2020-04-02 00:05:45.429,5.312
2020-04-02 00:05:46.389,5.312
2020-04-02 00:05:47.349,5.312
2020-04-02 00:05:48.309,5.312
2020-04-02 00:05:49.269,5.312
2020-04-02 00:05:50.229,5.312
2020-04-02 00:05:51.189,5.312
2020-04-02 00:05:52.149,5.312
2020-04-02 00:05:53.109,5.312
2020-04-02 00:05:54.069,5.312
2020-04-02 00:05:55.029,5.312
2020-04-02 00:05:55.989,5.312
2020-04-02 00:05:56.949,5.312
2020-04-02 00:05:57.909,5.312
2020-04-02 00:05:58.869,5.375
2020-04-02 00:05:59.829,5.312
2020-04-02 00:06:00.789,5.375
2020-04-02 00:06:01.749,5.375
2020-04-02 00:06:02.709,5.375
2020-04-02 00:06:03.669,5.312
2020-04-02 00:06:04.629,5.375
2020-04-02 00:06:05.589,5.312
2020-04-02 00:06:06.549,5.375
2020-04-02 00:06:07.509,5.375
2020-04-02 00:06:08.469,5.375
2020-04-02 00:06:09.429,5.375
2020-04-02 00:06:10.389,5.375
2020-04-02 00:06:11.349,5.375
2020-04-02 00:06:12.309,5.375
2020-04-02 00:06:13.269,5.375
2020-04-02 00:06:14.229,5.375
2020-04-02 00:06:15.189,5.375
2020-04-02 00:06:16.149,5.375
2020-04-02 00:06:17.109,5.375
2020-04-02 00:06:18.069,5.375
2020-04-02 00:06:19.029,5.375
2020-04-02 00:06:19.989,5.437
2020-04-02 00:06:20.949,5.375
2020-04-02 00:06:21.909,5.375
2020-04-02 00:06:22.869,5.437
2020-04-02 00:06:23.829,5.437
2020-04-02 00:06:24.789,5.437
2020-04-02 00:06:25.749,5.437
2020-04-02 00:06:26.709,5.437
2020-04-02 00:06:27.669,5.437
2020-04-02 00:06:28.629,5.437
2020-04-02 00:06:29.589,5.437
2020-04-02 00:06:30.549,5.437
2020-04-02 00:06:31.509,5.437
2020-04-02 00:06:32.469,5.437
2020-04-02 00:06:33.429,5.437
2020-04-02 00:06:34.389,5.437
2020-04-02 00:06:35.349,5.437
2020-04-02 00:06:36.309,5.437
2020-04-02 00:06:37.269,5.437
2020-04-02 00:06:38.229,5.437
2020-04-02 00:06:39.189,5.5
2020-04-02 00:06:40.149,5.437
2020-04-02 00:06:41.109,5.437
2020-04-02 00:06:42.069,5.5
2020-04-02 00:06:43.029,5.5
2020-04-02 00:06:43.989,5.5
2020-04-02 00:06:44.949,5.5
2020-04-02 00:06:45.909,5.5
2020-04-02 00:06:46.869,5.5
2020-04-02 00:06:47.829,5.5
2020-04-02 00:06:48.789,5.5
2020-04-02 00:06:49.749,5.5
2020-04-02 00:06:50.709,5.5
2020-04-02 00:06:51.669,5.5
2020-04-02 00:06:52.629,5.5
2020-04-02 00:06:53.589,5.5
2020-04-02 00:06:54.549,5.5
2020-04-02 00:06:55.509,5.5
2020-04-02 00:06:56.469,5.5
2020-04-02 00:06:57.429,5.5
2020-04-02 00:06:58.389,5.5
2020-04-02 00:06:59.349,5.5
2020-04-02 00:07:00.309,5.5
2020-04-02 00:07:01.269,5.562
2020-04-02 00:07:02.229,5.562
2020-04-02 00:07:03.189,5.562
2020-04-02 00:07:04.149,5.562
2020-04-02 00:07:05.109,5.562
2020-04-02 00:07:06.069,5.562
2020-04-02 00:07:07.029,5.562
2020-04-02 00:07:07.989,5.562
2020-04-02 00:07:08.949,5.562
2020-04-02 00:07:09.909,5.562
2020-04-02 00:07:10.869,5.562
2020-04-02 00:07:11.829,5.562
2020-04-02 00:07:12.789,5.562
2020-04-02 00:07:13.749,5.562
2020-04-02 00:07:14.709,5.562
2020-04-02 00:07:15.669,5.562
2020-04-02 00:07:16.629,5.562
2020-04-02 00:07:17.589,5.562
2020-04-02 00:07:18.549,5.625
2020-04-02 00:07:19.509,5.562
2020-04-02 00:07:20.469,5.562
2020-04-02 00:07:21.429,5.562
2020-04-02 00:07:22.389,5.625
2020-04-02 00:07:23.349,5.562
2020-04-02 00:07:24.309,5.562
2020-04-02 00:07:25.269,5.562
2020-04-02 00:07:26.229,5.625
2020-04-02 00:07:27.189,5.625
2020-04-02 00:07:28.149,5.625
2020-04-02 00:07:29.109,5.625
2020-04-02 00:07:30.069,5.625
2020-04-02 00:07:31.029,5.625
2020-04-02 00:07:31.989,5.625
2020-04-02 00:07:32.949,5.625
2020-04-02 00:07:33.909,5.625
2020-04-02 00:07:34.869,5.625
2020-04-02 00:07:35.829,5.625
2020-04-02 00:07:36.789,5.625
2020-04-02 00:07:37.749,5.625
2020-04-02 00:07:38.709,5.625
2020-04-02 00:07:39.669,5.625
2020-04-02 00:07:40.629,5.625
2020-04-02 00:07:41.589,5.625
2020-04-02 00:07:42.549,5.625
2020-04-02 00:07:43.509,5.625
2020-04-02 00:07:44.469,5.687
2020-04-02 00:07:45.429,5.687
2020-04-02 00:07:46.389,5.687
2020-04-02 00:07:47.349,5.687
2020-04-02 00:07:48.309,5.687
2020-04-02 00:07:49.269,5.687
2020-04-02 00:07:50.229,5.687
2020-04-02 00:07:51.189,5.687
2020-04-02 00:07:52.149,5.687
2020-04-02 00:07:53.109,5.687
2020-04-02 00:07:54.069,5.687
2020-04-02 00:07:55.029,5.687
2020-04-02 00:07:55.989,5.687
2020-04-02 00:07:56.949,5.687
2020-04-02 00:07:57.909,5.687
2020-04-02 00:07:58.869,5.687
2020-04-02 00:07:59.829,5.687
2020-04-02 00:08:00.789,5.687
2020-04-02 00:08:01.749,5.687
2020-04-02 00:08:02.709,5.687
2020-04-02 00:08:03.669,5.687
2020-04-02 00:08:04.629,5.687
2020-04-02 00:08:05.589,5.687
2020-04-02 00:08:06.549,5.687
2020-04-02 00:08:07.509,5.687
2020-04-02 00:08:08.469,5.687
2020-04-02 00:08:09.429,5.687
2020-04-02 00:08:10.389,5.687
2020-04-02 00:08:11.349,5.687
2020-04-02 00:08:12.309,5.75
2020-04-02 00:08:13.269,5.75
2020-04-02 00:08:14.229,5.75
2020-04-02 00:08:15.189,5.75
2020-04-02 00:08:16.149,5.75
2020-04-02 00:08:17.119,5.75
2020-04-02 00:08:18.149,5.75
2020-04-02 00:08:19.109,5.75
2020-04-02 00:08:20.069,5.75
2020-04-02 00:08:21.029,5.75
2020-04-02 00:08:21.989,5.75
2020-04-02 00:08:22.949,5.75
2020-04-02 00:08:23.909,5.75
2020-04-02 00:08:24.869,5.75
2020-04-02 00:08:25.829,5.75
2020-04-02 00:08:26.789,5.75
2020-04-02 00:08:27.749,5.75
2020-04-02 00:08:28.709,5.75
2020-04-02 00:08:29.669,5.75
2020-04-02 00:08:30.629,5.75
2020-04-02 00:08:31.589,5.75
2020-04-02 00:08:32.549,5.75
2020-04-02 00:08:33.509,5.75
2020-04-02 00:08:34.469,5.75
2020-04-02 00:08:35.429,5.75
2020-04-02 00:08:36.389,5.75
2020-04-02 00:08:37.349,5.75
2020-04-02 00:08:38.309,5.75
2020-04-02 00:08:39.269,5.812
2020-04-02 00:08:40.229,5.75
2020-04-02 00:08:41.189,5.812
2020-04-02 00:08:42.149,5.812
2020-04-02 00:08:43.109,5.812
2020-04-02 00:08:44.069,5.812
2020-04-02 00:08:45.029,5.812
2020-04-02 00:08:45.989,5.812
2020-04-02 00:08:46.949,5.812
2020-04-02 00:08:47.909,5.812
2020-04-02 00:08:48.869,5.812
2020-04-02 00:08:49.829,5.812
2020-04-02 00:08:50.789,5.812
2020-04-02 00:08:51.749,5.812
2020-04-02 00:08:52.709,5.812
2020-04-02 00:08:53.669,5.812
2020-04-02 00:08:54.629,5.812
2020-04-02 00:08:55.589,5.812
2020-04-02 00:08:56.549,5.812
2020-04-02 00:08:57.509,5.812
2020-04-02 00:08:58.469,5.812
2020-04-02 00:08:59.429,5.812
2020-04-02 00:09:00.389,5.812
2020-04-02 00:09:01.349,5.812
2020-04-02 00:09:02.309,5.812
2020-04-02 00:09:03.269,5.812
2020-04-02 00:09:04.229,5.812
2020-04-02 00:09:05.189,5.875
2020-04-02 00:09:06.149,5.812
2020-04-02 00:09:07.109,5.812
2020-04-02 00:09:08.069,5.812
2020-04-02 00:09:09.029,5.875
2020-04-02 00:09:09.989,5.875
2020-04-02 00:09:10.949,5.875
2020-04-02 00:09:11.909,5.812
2020-04-02 00:09:12.869,5.875
2020-04-02 00:09:13.829,5.875
2020-04-02 00:09:14.789,5.875
2020-04-02 00:09:15.749,5.875
2020-04-02 00:09:16.709,5.875
2020-04-02 00:09:17.669,5.875
2020-04-02 00:09:18.629,5.875
2020-04-02 00:09:19.589,5.875
2020-04-02 00:09:20.549,5.875
2020-04-02 00:09:21.509,5.875
2020-04-02 00:09:22.469,5.875
2020-04-02 00:09:23.429,5.875
2020-04-02 00:09:24.389,5.875
2020-04-02 00:09:25.349,5.875
2020-04-02 00:09:26.309,5.875
2020-04-02 00:09:27.269,5.875
2020-04-02 00:09:28.229,5.875
2020-04-02 00:09:29.189,5.875
2020-04-02 00:09:30.149,5.875
2020-04-02 00:09:31.109,5.875
2020-04-02 00:09:32.069,5.875
2020-04-02 00:09:33.029,5.875
2020-04-02 00:09:33.989,5.875
2020-04-02 00:09:34.949,5.875
2020-04-02 00:09:35.909,5.875
2020-04-02 00:09:36.869,5.875
2020-04-02 00:09:37.829,5.875
2020-04-02 00:09:38.789,5.875
2020-04-02 00:09:39.749,5.875
2020-04-02 00:09:40.709,5.875
2020-04-02 00:09:41.669,5.875
2020-04-02 00:09:42.629,5.875
2020-04-02 00:09:43.589,5.875
2020-04-02 00:09:44.549,5.875
2020-04-02 00:09:45.509,5.875
2020-04-02 00:09:46.469,5.875
2020-04-02 00:09:47.429,5.875
2020-04-02 00:09:48.389,5.937
2020-04-02 00:09:49.349,5.937
2020-04-02 00:09:50.309,5.937
2020-04-02 00:09:51.269,5.937
2020-04-02 00:09:52.229,5.937
2020-04-02 00:09:53.189,5.937
2020-04-02 00:09:54.149,5.937
2020-04-02 00:09:55.109,5.937
2020-04-02 00:09:56.069,5.937
2020-04-02 00:09:57.029,5.937
2020-04-02 00:09:57.989,5.937
2020-04-02 00:09:58.949,5.937
2020-04-02 00:09:59.909,5.937
2020-04-02 00:10:00.869,5.937
2020-04-02 00:10:01.829,5.937
2020-04-02 00:10:02.789,5.937
2020-04-02 00:10:03.749,5.937
2020-04-02 00:10:04.709,5.937
2020-04-02 00:10:05.669,5.937
2020-04-02 00:10:06.629,5.937
2020-04-02 00:10:07.589,5.937
2020-04-02 00:10:08.549,5.937
2020-04-02 00:10:09.509,5.937
2020-04-02 00:10:10.469,5.937
2020-04-02 00:10:11.429,5.937
2020-04-02 00:10:12.389,5.937
2020-04-02 00:10:13.349,5.937
2020-04-02 00:10:14.309,5.937
2020-04-02 00:10:15.269,5.937
2020-04-02 00:10:16.229,5.937
2020-04-02 00:10:17.189,5.937
2020-04-02 00:10:18.149,5.937
2020-04-02 00:10:19.109,5.937
2020-04-02 00:10:20.069,5.937
2020-04-02 00:10:21.029,5.937
2020-04-02 00:10:21.989,5.937
2020-04-02 00:10:22.949,5.937
2020-04-02 00:10:23.909,5.937
2020-04-02 00:10:24.869,5.937
2020-04-02 00:10:25.829,5.937
2020-04-02 00:10:26.789,5.937
2020-04-02 00:10:27.749,5.937
2020-04-02 00:10:28.709,5.937
2020-04-02 00:10:29.669,5.937
2020-04-02 00:10:30.629,6.0
2020-04-02 00:10:31.589,6.0
2020-04-02 00:10:32.549,5.937
2020-04-02 00:10:33.509,5.937
2020-04-02 00:10:34.469,6.0
2020-04-02 00:10:35.429,6.0
2020-04-02 00:10:36.389,6.0
2020-04-02 00:10:37.349,6.0
2020-04-02 00:10:38.309,6.0
2020-04-02 00:10:39.269,6.0
2020-04-02 00:10:40.229,5.937
2020-04-02 00:10:41.189,6.0
2020-04-02 00:10:42.149,6.0
2020-04-02 00:10:43.109,6.0
2020-04-02 00:10:44.069,6.0
2020-04-02 00:10:45.031,6.0
2020-04-02 00:10:46.069,6.0
2020-04-02 00:10:47.029,6.0
2020-04-02 00:10:48.029,6.0
2020-04-02 00:10:49.029,6.0
2020-04-02 00:10:49.989,6.0
2020-04-02 00:10:50.949,6.0
2020-04-02 00:10:51.909,6.0
2020-04-02 00:10:52.869,6.0
2020-04-02 00:10:53.829,6.0
2020-04-02 00:10:54.789,6.0
2020-04-02 00:10:55.749,6.0
2020-04-02 00:10:56.709,6.0
2020-04-02 00:10:57.669,6.0
2020-04-02 00:10:58.629,6.0
2020-04-02 00:10:59.589,6.0
2020-04-02 00:11:00.549,6.0
2020-04-02 00:11:01.509,6.0
2020-04-02 00:11:02.469,6.0
2020-04-02 00:11:03.429,6.0
2020-04-02 00:11:04.389,6.0
2020-04-02 00:11:05.349,6.0
2020-04-02 00:11:06.309,6.0
2020-04-02 00:11:07.269,6.0
2020-04-02 00:11:08.229,6.0
2020-04-02 00:11:09.189,6.062
2020-04-02 00:11:10.149,6.0
2020-04-02 00:11:11.109,6.0
2020-04-02 00:11:12.069,6.0
2020-04-02 00:11:13.029,6.0
2020-04-02 00:11:13.989,6.062
2020-04-02 00:11:14.949,6.062
2020-04-02 00:11:15.909,6.062
2020-04-02 00:11:16.869,6.062
2020-04-02 00:11:17.829,6.062
2020-04-02 00:11:18.789,6.062
2020-04-02 00:11:19.749,6.062
2020-04-02 00:11:20.709,6.062
2020-04-02 00:11:21.669,6.062
2020-04-02 00:11:22.629,6.062
2020-04-02 00:11:23.589,6.062
2020-04-02 00:11:24.549,6.062
2020-04-02 00:11:25.509,6.062
2020-04-02 00:11:26.469,6.062
2020-04-02 00:11:27.429,6.062
2020-04-02 00:11:28.389,6.062
2020-04-02 00:11:29.349,6.062
2020-04-02 00:11:30.309,6.062
2020-04-02 00:11:31.269,6.062
2020-04-02 00:11:32.229,6.062
2020-04-02 00:11:33.189,6.062
2020-04-02 00:11:34.149,6.062
2020-04-02 00:11:35.109,6.062
2020-04-02 00:11:36.069,6.062
2020-04-02 00:11:37.029,6.062
2020-04-02 00:11:37.989,6.062
2020-04-02 00:11:38.949,6.062
2020-04-02 00:11:39.909,6.062
2020-04-02 00:11:40.869,6.062
2020-04-02 00:11:41.829,6.062
2020-04-02 00:11:42.789,6.062
2020-04-02 00:11:43.749,6.062
2020-04-02 00:11:44.709,6.062
2020-04-02 00:11:45.669,6.062
